etag,cow_id,stock_group,lact,bdat,inventory_lact,in_anchor_inventory
UK752261511489,511489,youngstock,0,2024-10-02,0,True
UK752261511496,511496,youngstock,0,2024-10-03,0,True
UK752261511601,511601,youngstock,0,2024-10-04,0,True
UK752261511608,511608,youngstock,0,2024-10-07,None,False
UK752261511615,511615,youngstock,0,2024-10-11,0,True
UK752261511622,511622,youngstock,0,2024-10-13,0,True
UK752261511629,511629,youngstock,0,2024-10-15,0,True
UK752261511636,511636,youngstock,0,2024-10-18,0,True
UK752261511643,511643,youngstock,0,2024-10-21,0,True
UK752261511650,511650,youngstock,0,2024-10-28,None,False
UK752261511657,511657,youngstock,0,2024-10-30,0,True
UK752261511664,511664,youngstock,0,2024-11-02,0,True
UK752261511671,511671,youngstock,0,2024-11-04,0,True
UK752261511678,511678,youngstock,0,2024-11-07,0,True
UK752261511685,511685,youngstock,0,2024-11-10,0,True
UK752261511692,511692,youngstock,0,2024-11-14,0,True
UK752261511699,511699,youngstock,0,2024-11-18,0,True
UK752261511706,511706,youngstock,0,2024-11-24,0,True
UK752261511713,511713,youngstock,0,2024-11-26,0,True
UK752261511720,511720,youngstock,0,2024-11-28,0,True
UK752261511727,511727,youngstock,0,2024-12-04,None,False
UK752261511734,511734,youngstock,0,2024-12-14,0,True
UK752261511741,511741,youngstock,0,2024-12-09,0,True
UK752261511748,511748,youngstock,0,2024-12-16,0,True
UK752261511755,511755,youngstock,0,2024-12-19,0,True
UK752261511762,511762,youngstock,0,2024-12-22,0,True
UK752261511769,511769,youngstock,0,2024-12-22,0,True
UK752261511776,511776,youngstock,0,2024-12-30,0,True
UK752261609327,609327,youngstock,0,2022-02-19,3,True
UK752261609362,609362,youngstock,0,2022-03-16,2,True
UK752261609397,609397,youngstock,0,2022-04-19,3,True
UK752261609439,609439,youngstock,0,2022-05-31,2,True
UK752261609712,564,youngstock,0,2022-10-06,2,True
UK752261609943,609943,youngstock,0,2022-12-23,None,False
UK752261609950,609950,youngstock,0,2022-12-26,None,False
UK752261609971,609971,youngstock,0,2023-01-02,None,False
UK752261609999,629,youngstock,0,2023-01-22,None,False
UK752261610006,610006,youngstock,0,2023-01-28,2,True
UK752261610013,18,youngstock,0,2023-02-02,None,False
UK752261610020,610020,youngstock,0,2023-02-05,2,True
UK752261610027,610027,youngstock,0,2023-02-09,2,True
UK752261610041,642,youngstock,0,2023-02-17,None,False
UK752261610048,610048,youngstock,0,2023-02-21,None,False
UK752261610055,610055,youngstock,0,2023-02-26,None,False
UK752261610062,610062,youngstock,0,2023-03-05,2,True
UK752261610069,610069,youngstock,0,2023-03-08,1,True
UK752261610083,610083,youngstock,0,2023-03-13,None,False
UK752261610090,610090,youngstock,0,2023-03-17,None,False
UK752261610097,610097,youngstock,0,2023-03-20,2,True
UK752261610104,610104,youngstock,0,2023-03-22,None,False
UK752261610118,610118,youngstock,0,2023-04-01,2,True
UK752261610125,610125,youngstock,0,2023-04-07,None,False
UK752261610132,610132,youngstock,0,2023-04-14,None,False
UK752261610139,610139,youngstock,0,2023-04-17,2,True
UK752261610146,610146,youngstock,0,2023-04-21,2,True
UK752261610160,610160,youngstock,0,2023-04-28,None,False
UK752261610167,610167,youngstock,0,2023-05-01,2,True
UK752261610174,610174,youngstock,0,2023-05-08,None,False
UK752261610181,610181,youngstock,0,2023-05-13,1,True
UK752261610195,610195,youngstock,0,2023-05-21,None,False
UK752261610202,610202,youngstock,0,2023-05-27,1,True
UK752261610209,610209,youngstock,0,2023-05-30,None,False
UK752261610216,610216,youngstock,0,2023-06-01,1,True
UK752261610223,610223,youngstock,0,2023-06-05,2,True
UK752261610237,610237,youngstock,0,2023-06-09,2,True
UK752261610244,610244,youngstock,0,2023-06-11,1,True
UK752261610251,610251,youngstock,0,2023-06-14,1,True
UK752261610258,610258,youngstock,0,2023-06-19,1,True
UK752261610265,610265,youngstock,0,2023-06-24,1,True
UK752261610272,610272,youngstock,0,2023-06-25,1,True
UK752261610279,610279,youngstock,0,2023-07-03,None,False
UK752261610286,610286,youngstock,0,2023-07-08,2,True
UK752261610293,610293,youngstock,0,2023-07-15,None,False
UK752261610300,610300,youngstock,0,2023-07-19,1,True
UK752261610307,610307,youngstock,0,2023-07-22,1,True
UK752261610321,610321,youngstock,0,2023-07-28,None,False
UK752261610328,610328,youngstock,0,2023-08-01,None,False
UK752261610335,610335,youngstock,0,2023-08-05,None,False
UK752261610342,610342,youngstock,0,2023-08-07,None,False
UK752261610349,610349,youngstock,0,2023-08-12,1,True
UK752261610356,610356,youngstock,0,2023-08-13,1,True
UK752261610363,610363,youngstock,0,2023-08-14,None,False
UK752261610370,610370,youngstock,0,2023-08-16,None,False
UK752261610377,610377,youngstock,0,2023-08-17,1,True
UK752261610384,610384,youngstock,0,2023-08-20,None,False
UK752261610391,610391,youngstock,0,2023-08-22,None,False
UK752261610398,610398,youngstock,0,2023-08-24,None,False
UK752261610405,610405,youngstock,0,2023-08-27,None,False
UK752261610412,610412,youngstock,0,2023-08-29,1,True
UK752261610419,610419,youngstock,0,2023-09-01,1,True
UK752261610426,610426,youngstock,0,2023-09-07,1,True
UK752261610433,610433,youngstock,0,2023-09-10,1,True
UK752261610440,610440,youngstock,0,2023-09-13,1,True
UK752261610447,610447,youngstock,0,2023-09-16,None,False
UK752261610454,610454,youngstock,0,2023-09-21,None,False
UK752261610461,610461,youngstock,0,2023-09-26,None,False
UK752261610468,610468,youngstock,0,2023-09-30,None,False
UK752261610475,610475,youngstock,0,2023-10-04,1,True
UK752261610482,610482,youngstock,0,2023-10-07,None,False
UK752261610489,610489,youngstock,0,2023-10-13,1,True
UK752261610496,610496,youngstock,0,2023-10-17,None,False
UK752261610601,610601,youngstock,0,2023-10-19,1,True
UK752261610608,610608,youngstock,0,2023-10-22,1,True
UK752261610615,610615,youngstock,0,2023-10-24,None,False
UK752261610622,610622,youngstock,0,2023-10-27,None,False
UK752261610629,610629,youngstock,0,2023-10-31,None,False
UK752261610636,610636,youngstock,0,2023-11-01,1,True
UK752261610643,610643,youngstock,0,2023-11-03,None,False
UK752261610650,610650,youngstock,0,2023-11-05,None,False
UK752261610664,610664,youngstock,0,2023-11-08,None,False
UK752261610678,610678,youngstock,0,2023-11-14,None,False
UK752261610685,610685,youngstock,0,2023-11-18,None,False
UK752261610692,610692,youngstock,0,2023-11-24,1,True
UK752261610699,610699,youngstock,0,2023-11-25,1,True
UK752261610706,610706,youngstock,0,2023-11-30,1,True
UK752261610713,610713,youngstock,0,2023-12-01,None,False
UK752261610720,610720,youngstock,0,2023-12-08,1,True
UK752261610727,610727,youngstock,0,2023-12-09,1,True
UK752261610734,610734,youngstock,0,2023-12-14,None,False
UK752261610741,610741,youngstock,0,2023-12-15,1,True
UK752261610748,610748,youngstock,0,2023-12-17,1,True
UK752261610755,610755,youngstock,0,2023-12-21,1,True
UK752261610762,610762,youngstock,0,2023-12-24,None,False
UK752261610769,610769,youngstock,0,2023-12-27,None,False
UK752261610776,610776,youngstock,0,2023-12-30,1,True
UK752261610783,610783,youngstock,0,2024-01-02,1,True
UK752261610790,610790,youngstock,0,2024-01-05,1,True
UK752261610797,610797,youngstock,0,2024-01-09,None,False
UK752261610902,610902,youngstock,0,2024-01-10,None,False
UK752261610909,610909,youngstock,0,2024-01-12,1,True
UK752261610916,610916,youngstock,0,2024-01-17,1,True
UK752261610923,610923,youngstock,0,2024-01-22,1,True
UK752261610930,610930,youngstock,0,2024-01-26,None,False
UK752261610937,610937,youngstock,0,2024-01-28,1,True
UK752261610944,610944,youngstock,0,2024-01-31,1,True
UK752261610951,610951,youngstock,0,2024-02-05,1,True
UK752261610958,610958,youngstock,0,2024-02-08,1,True
UK752261610965,610965,youngstock,0,2024-02-10,None,False
UK752261610972,610972,youngstock,0,2024-02-13,1,True
UK752261610979,610979,youngstock,0,2024-02-16,1,True
UK752261610986,610986,youngstock,0,2024-02-20,1,True
UK752261610993,610993,youngstock,0,2024-02-24,1,True
UK752261611000,611000,youngstock,0,2024-02-27,1,True
UK752261611007,611007,youngstock,0,2024-03-02,1,True
UK752261611014,611014,youngstock,0,2024-03-07,None,False
UK752261611021,611021,youngstock,0,2024-03-16,1,True
UK752261611028,611028,youngstock,0,2024-03-20,1,True
UK752261611035,611035,youngstock,0,2024-03-29,1,True
UK752261611042,611042,youngstock,0,2024-03-31,1,True
UK752261611049,611049,youngstock,0,2024-04-05,1,True
UK752261611056,611056,youngstock,0,2024-04-11,1,True
UK752261611077,611077,youngstock,0,2024-04-22,1,True
UK752261611084,611084,youngstock,0,2024-04-27,None,False
UK752261611091,611091,youngstock,0,2024-04-30,1,True
UK752261611098,611098,youngstock,0,2024-05-02,None,False
UK752261611224,611224,youngstock,0,2024-05-13,None,False
UK752261611252,611252,youngstock,0,2024-05-31,None,False
UK752261611266,611266,youngstock,0,2024-06-08,1,True
UK752261611336,611336,youngstock,0,2024-07-22,0,True
UK752261611343,611343,youngstock,0,2024-07-26,None,False
UK752261611350,611350,youngstock,0,2024-07-30,None,False
UK752261611357,611357,youngstock,0,2024-08-01,0,True
UK752261611371,611371,youngstock,0,2024-08-06,None,False
UK752261611406,611406,youngstock,0,2024-08-22,None,False
UK752261611413,611413,youngstock,0,2024-08-24,1,True
UK752261611420,611420,youngstock,0,2024-08-30,0,True
UK752261611427,611427,youngstock,0,2024-09-02,0,True
UK752261611434,611434,youngstock,0,2024-09-06,0,True
UK752261611441,611441,youngstock,0,2024-09-12,0,True
UK752261611448,611448,youngstock,0,2024-09-17,0,True
UK752261611455,611455,youngstock,0,2024-09-19,0,True
UK752261611462,611462,youngstock,0,2024-09-21,0,True
UK752261611469,611469,youngstock,0,2024-09-25,0,True
UK752261611483,611483,youngstock,0,2024-09-28,0,True
UK752261611490,611490,youngstock,0,2024-10-02,0,True
UK752261611497,611497,youngstock,0,2024-10-03,0,True
UK752261611602,611602,youngstock,0,2024-10-05,None,False
UK752261611609,611609,youngstock,0,2024-10-09,0,True
UK752261611616,611616,youngstock,0,2024-10-12,0,True
UK752261611623,611623,youngstock,0,2024-10-14,0,True
UK752261611630,611630,youngstock,0,2024-10-16,0,True
UK752261611637,611637,youngstock,0,2024-10-18,0,True
UK752261611644,611644,youngstock,0,2024-10-22,None,False
UK752261611651,611651,youngstock,0,2024-10-28,0,True
UK752261611658,611658,youngstock,0,2024-10-31,None,False
UK752261611665,611665,youngstock,0,2024-11-03,0,True
UK752261611672,611672,youngstock,0,2024-11-04,0,True
UK752261611679,611679,youngstock,0,2024-11-07,0,True
UK752261611686,611686,youngstock,0,2024-11-11,0,True
UK752261611693,611693,youngstock,0,2024-11-15,None,False
UK752261611700,611700,youngstock,0,2024-11-20,0,True
UK752261611707,611707,youngstock,0,2024-11-24,0,True
UK752261611714,611714,youngstock,0,2024-11-27,0,True
UK752261611721,611721,youngstock,0,2024-11-28,0,True
UK752261611728,611728,youngstock,0,2024-12-05,0,True
UK752261611735,611735,youngstock,0,2024-12-07,0,True
UK752261611742,611742,youngstock,0,2024-12-11,0,True
UK752261611756,611756,youngstock,0,2024-12-19,0,True
UK752261611763,611763,youngstock,0,2024-12-23,None,False
UK752261611770,611770,youngstock,0,2024-12-29,0,True
UK752261611777,611777,youngstock,0,2024-12-30,None,False
UK752261709741,991,youngstock,0,2022-10-27,None,False
UK752261710000,710000,youngstock,0,2023-01-23,None,False
UK752261710007,710007,youngstock,0,2023-01-28,None,False
UK752261710014,51,youngstock,0,2023-02-02,2,True
UK752261710028,946,youngstock,0,2023-02-09,None,False
UK752261710035,641,youngstock,0,2023-02-14,None,False
UK752261710042,343,youngstock,0,2023-02-17,None,False
UK752261710049,710049,youngstock,0,2023-02-21,1,True
UK752261710063,710063,youngstock,0,2023-03-06,2,True
UK752261710070,710070,youngstock,0,2023-03-08,None,False
UK752261710077,710077,youngstock,0,2023-03-12,None,False
UK752261710084,710084,youngstock,0,2023-03-14,2,True
UK752261710091,710091,youngstock,0,2023-03-18,2,True
UK752261710098,710098,youngstock,0,2023-03-20,2,True
UK752261710105,710105,youngstock,0,2023-03-22,None,False
UK752261710112,710112,youngstock,0,2023-03-27,2,True
UK752261710119,710119,youngstock,0,2023-04-03,None,False
UK752261710126,710126,youngstock,0,2023-04-07,None,False
UK752261710133,710133,youngstock,0,2023-04-15,1,True
UK752261710140,710140,youngstock,0,2023-04-20,None,False
UK752261710154,710154,youngstock,0,2023-04-25,2,True
UK752261710161,710161,youngstock,0,2023-04-28,1,True
UK752261710168,710168,youngstock,0,2023-05-01,None,False
UK752261710175,710175,youngstock,0,2023-05-10,1,True
UK752261710182,710182,youngstock,0,2023-05-14,1,True
UK752261710189,710189,youngstock,0,2023-05-18,None,False
UK752261710196,710196,youngstock,0,2023-05-24,1,True
UK752261710203,710203,youngstock,0,2023-05-28,None,False
UK752261710210,710210,youngstock,0,2023-05-31,1,True
UK752261710224,710224,youngstock,0,2023-06-05,None,False
UK752261710231,710231,youngstock,0,2023-06-06,None,False
UK752261710238,710238,youngstock,0,2023-06-09,2,True
UK752261710245,710245,youngstock,0,2023-06-12,1,True
UK752261710252,710252,youngstock,0,2023-06-15,2,True
UK752261710259,710259,youngstock,0,2023-06-19,1,True
UK752261710266,710266,youngstock,0,2023-06-24,1,True
UK752261710273,710273,youngstock,0,2023-06-27,None,False
UK752261710280,710280,youngstock,0,2023-07-04,1,True
UK752261710294,710294,youngstock,0,2023-07-17,None,False
UK752261710301,710301,youngstock,0,2023-07-21,None,False
UK752261710315,710315,youngstock,0,2023-07-26,1,True
UK752261710322,710322,youngstock,0,2023-07-28,1,True
UK752261710336,710336,youngstock,0,2023-08-05,None,False
UK752261710343,710343,youngstock,0,2023-08-08,1,True
UK752261710350,710350,youngstock,0,2023-08-12,None,False
UK752261710357,710357,youngstock,0,2023-08-13,1,True
UK752261710364,710364,youngstock,0,2023-08-15,1,True
UK752261710371,710371,youngstock,0,2023-08-16,1,True
UK752261710378,710378,youngstock,0,2023-08-18,None,False
UK752261710385,710385,youngstock,0,2023-08-20,None,False
UK752261710392,710392,youngstock,0,2023-08-22,None,False
UK752261710399,710399,youngstock,0,2023-08-25,1,True
UK752261710406,710406,youngstock,0,2023-08-27,None,False
UK752261710413,710413,youngstock,0,2023-08-30,1,True
UK752261710420,710420,youngstock,0,2023-09-02,1,True
UK752261710427,710427,youngstock,0,2023-09-07,1,True
UK752261710434,710434,youngstock,0,2023-09-11,1,True
UK752261710441,710441,youngstock,0,2023-09-14,None,False
UK752261710448,710448,youngstock,0,2023-09-16,1,True
UK752261710455,710455,youngstock,0,2023-09-22,None,False
UK752261710462,710462,youngstock,0,2023-09-26,1,True
UK752261710469,710469,youngstock,0,2023-10-01,1,True
UK752261710476,710476,youngstock,0,2023-10-04,None,False
UK752261710483,710483,youngstock,0,2023-10-08,None,False
UK752261710490,710490,youngstock,0,2023-10-14,1,True
UK752261710497,710497,youngstock,0,2023-10-17,1,True
UK752261710567,710567,youngstock,0,2023-10-26,None,False
UK752261710602,710602,youngstock,0,2023-10-19,None,False
UK752261710609,710609,youngstock,0,2023-10-22,1,True
UK752261710616,710616,youngstock,0,2023-10-24,None,False
UK752261710623,710623,youngstock,0,2023-10-27,1,True
UK752261710630,710630,youngstock,0,2023-10-31,None,False
UK752261710637,710637,youngstock,0,2023-11-02,1,True
UK752261710644,710644,youngstock,0,2023-11-03,None,False
UK752261710651,710651,youngstock,0,2023-11-05,None,False
UK752261710658,710658,youngstock,0,2023-11-07,1,True
UK752261710665,710665,youngstock,0,2023-11-09,None,False
UK752261710672,710672,youngstock,0,2023-11-11,1,True
UK752261710679,710679,youngstock,0,2023-11-16,None,False
UK752261710686,710686,youngstock,0,2023-11-18,None,False
UK752261710693,710693,youngstock,0,2023-11-24,None,False
UK752261710700,710700,youngstock,0,2023-11-26,None,False
UK752261710707,710707,youngstock,0,2023-11-30,1,True
UK752261710714,710714,youngstock,0,2023-12-03,None,False
UK752261710721,710721,youngstock,0,2023-12-08,None,False
UK752261710728,710728,youngstock,0,2023-12-10,1,True
UK752261710735,710735,youngstock,0,2023-12-14,1,True
UK752261710742,710742,youngstock,0,2023-12-15,1,True
UK752261710749,710749,youngstock,0,2023-12-19,1,True
UK752261710756,710756,youngstock,0,2023-12-21,None,False
UK752261710770,710770,youngstock,0,2023-12-27,1,True
UK752261710777,710777,youngstock,0,2023-12-31,None,False
UK752261710784,710784,youngstock,0,2024-01-02,1,True
UK752261710791,710791,youngstock,0,2024-01-05,None,False
UK752261710798,710798,youngstock,0,2024-01-09,1,True
UK752261710903,710903,youngstock,0,2024-01-11,1,True
UK752261710910,710910,youngstock,0,2024-01-12,1,True
UK752261710917,710917,youngstock,0,2024-01-18,1,True
UK752261710924,710924,youngstock,0,2024-01-23,1,True
UK752261710931,710931,youngstock,0,2024-01-26,None,False
UK752261710938,710938,youngstock,0,2024-01-29,1,True
UK752261710945,710945,youngstock,0,2024-02-01,None,False
UK752261710952,710952,youngstock,0,2024-02-05,1,True
UK752261710959,710959,youngstock,0,2024-02-08,None,False
UK752261710973,710973,youngstock,0,2024-02-14,1,True
UK752261710980,710980,youngstock,0,2024-02-16,1,True
UK752261710987,710987,youngstock,0,2024-02-21,None,False
UK752261710994,710994,youngstock,0,2024-02-24,1,True
UK752261711008,711008,youngstock,0,2024-03-02,1,True
UK752261711022,711022,youngstock,0,2024-03-16,1,True
UK752261711029,711029,youngstock,0,2024-03-20,1,True
UK752261711036,711036,youngstock,0,2024-03-29,None,False
UK752261711043,711043,youngstock,0,2024-03-31,1,True
UK752261711050,711050,youngstock,0,2024-04-05,1,True
UK752261711057,711057,youngstock,0,2024-04-11,1,True
UK752261711078,711078,youngstock,0,2024-04-25,None,False
UK752261711085,711085,youngstock,0,2024-04-27,1,True
UK752261711092,711092,youngstock,0,2024-04-30,None,False
UK752261711204,711204,youngstock,0,2024-05-06,1,True
UK752261711218,711218,youngstock,0,2024-05-09,1,True
UK752261711225,711225,youngstock,0,2024-05-13,1,True
UK752261711232,711232,youngstock,0,2024-05-17,1,True
UK752261711260,711260,youngstock,0,2024-06-05,1,True
UK752261711267,711267,youngstock,0,2024-06-08,0,True
UK752261711281,711281,youngstock,0,2024-06-20,None,False
UK752261711288,711288,youngstock,0,2024-06-26,0,True
UK752261711372,711372,youngstock,0,2024-08-06,None,False
UK752261711379,711379,youngstock,0,2024-08-09,0,True
UK752261711386,711386,youngstock,0,2024-08-13,0,True
UK752261711400,711400,youngstock,0,2024-08-17,0,True
UK752261711407,711407,youngstock,0,2024-08-23,0,True
UK752261711414,711414,youngstock,0,2024-08-25,0,True
UK752261711421,711421,youngstock,0,2024-08-30,0,True
UK752261711428,711428,youngstock,0,2024-09-03,0,True
UK752261711435,711435,youngstock,0,2024-09-06,0,True
UK752261711442,711442,youngstock,0,2024-09-13,0,True
UK752261711449,711449,youngstock,0,2024-09-17,None,False
UK752261711456,711456,youngstock,0,2024-09-19,0,True
UK752261711463,711463,youngstock,0,2024-09-21,0,True
UK752261711470,711470,youngstock,0,2024-09-25,0,True
UK752261711477,711477,youngstock,0,2024-09-26,0,True
UK752261711484,711484,youngstock,0,2024-09-28,0,True
UK752261711491,711491,youngstock,0,2024-10-02,0,True
UK752261711498,711498,youngstock,0,2024-10-03,0,True
UK752261711603,711603,youngstock,0,2024-10-05,0,True
UK752261711610,711610,youngstock,0,2024-10-09,None,False
UK752261711617,711617,youngstock,0,2024-10-12,0,True
UK752261711624,711624,youngstock,0,2024-10-14,None,False
UK752261711631,711631,youngstock,0,2024-10-16,0,True
UK752261711638,711638,youngstock,0,2024-10-18,0,True
UK752261711645,711645,youngstock,0,2024-10-23,None,False
UK752261711652,711652,youngstock,0,2024-10-29,0,True
UK752261711659,711659,youngstock,0,2024-10-31,0,True
UK752261711666,711666,youngstock,0,2024-11-03,0,True
UK752261711673,711673,youngstock,0,2024-11-05,0,True
UK752261711680,711680,youngstock,0,2024-11-07,0,True
UK752261711687,711687,youngstock,0,2024-11-11,0,True
UK752261711694,711694,youngstock,0,2024-11-15,0,True
UK752261711701,711701,youngstock,0,2024-11-22,0,True
UK752261711708,711708,youngstock,0,2024-11-25,0,True
UK752261711715,711715,youngstock,0,2024-11-27,0,True
UK752261711722,711722,youngstock,0,2024-11-28,0,True
UK752261711729,711729,youngstock,0,2024-12-05,0,True
UK752261711736,711736,youngstock,0,2024-12-09,0,True
UK752261711743,711743,youngstock,0,2024-12-11,0,True
UK752261711750,711750,youngstock,0,2024-12-16,0,True
UK752261711757,711757,youngstock,0,2024-12-20,0,True
UK752261711764,711764,youngstock,0,2024-12-23,0,True
UK752261711771,711771,youngstock,0,2024-12-29,None,False
UK752261711778,711778,youngstock,0,2024-12-31,0,True
